empresa,nit,persona,cedula,contador,ciudad,fecha,concepto,transaccion,cantidad,tasa,valor,retencion
"D&P Capital Inversiones SAS","901.850.718","MARIA FERNANDA TORRES MARTÍNEZ","1.018.411.304","LEIDY YURANI VILLAMIL CAICEDO","Rionegro","03 de diciembre de 2024","Compra de USDT mediante la plataforma Binance","22697358257253576704","4.652,38 USDT","$4.310,90 COP por USDT","$20.055.955 COP","No"
